year month day hour kwh cumulated_kwh
2015 7 10 23 2 975979
2015 7 11 0 4 975983
2015 7 11 1 5 975988
2015 7 11 2 7 975995
2015 7 11 3 10 976005
2015 7 11 4 9 976014
2015 7 11 5 13 976027
2015 7 11 6 12 976039
2015 7 11 7 10 976049
2015 7 11 8 8 976057
2015 7 11 9 7 976064
2015 7 11 10 4 976068
2015 7 11 11 3 976071
2015 7 11 12 3 976074
2015 7 11 13 2 976076
2015 7 11 14 1 976077
2015 7 11 15 1 976078
2015 7 11 16 1 976079
2015 7 11 17 3 976082
2015 7 11 18 3 976085
2015 7 11 19 5 976090
2015 7 11 20 5 976095
2015 7 11 21 5 976100
2015 7 11 22 6 976106
2015 7 11 23 6 976112
2015 7 12 0 6 976118
2015 7 12 1 4 976122
2015 7 12 2 2 976124
2015 7 12 3 2 976126
2015 7 12 4 2 976128
2015 7 12 5 3 976131
2015 7 12 6 2 976133
2015 7 12 7 2 976135
2015 7 12 8 2 976137
2015 7 12 9 2 976139
2015 7 12 10 1 976140
2015 7 12 11 3 976143
2015 7 12 12 2 976145
2015 7 12 13 3 976148
2015 7 12 14 1 976149
2015 7 12 15 4 976153
2015 7 12 16 5 976158
2015 7 12 17 6 976164
2015 7 12 18 7 976171
2015 7 12 19 9 976180
2015 7 12 20 8 976188
2015 7 12 21 11 976199
2015 7 12 22 10 976209
2015 7 12 23 11 976220
2015 7 13 0 10 976230
2015 7 13 1 15 976245
2015 7 13 2 23 976268
2015 7 13 3 22 976290
2015 7 13 4 25 976315
2015 7 13 5 28 976343
2015 7 13 6 32 976375
2015 7 13 7 40 976415
2015 7 13 8 31 976446
2015 7 13 9 32 976478
2015 7 13 10 24 976502
2015 7 13 11 23 976525
2015 7 13 12 22 976547
2015 7 13 13 20 976567
2015 7 13 14 19 976586
2015 7 13 15 17 976603
2015 7 13 16 18 976621
2015 7 13 17 19 976640
2015 7 13 18 20 976660
2015 7 13 19 20 976680
2015 7 13 20 20 976700
2015 7 13 21 18 976718
2015 7 13 22 19 976737
2015 7 13 23 16 976753
2015 7 14 0 20 976773
2015 7 14 1 19 976792
2015 7 14 2 21 976813
2015 7 14 3 21 976834
2015 7 14 4 18 976852
2015 7 14 5 14 976866
2015 7 14 6 13 976879
2015 7 14 7 13 976892
2015 7 14 8 10 976902
2015 7 14 9 8 976910
2015 7 14 10 5 976915
2015 7 14 11 3 976918
2015 7 14 12 6 976924
2015 7 14 13 6 976930
2015 7 14 14 8 976938
2015 7 14 15 6 976944
2015 7 14 16 4 976948
2015 7 14 17 5 976953
2015 7 14 18 5 976958
2015 7 14 19 7 976965
2015 7 14 20 9 976974
2015 7 14 21 6 976980
2015 7 14 22 6 976986
2015 7 14 23 3 976989
2015 7 15 0 5 976994
2015 7 15 1 4 976998
2015 7 15 2 5 977003
2015 7 15 3 6 977009
2015 7 15 4 9 977018
2015 7 15 5 13 977031
2015 7 15 6 13 977044
2015 7 15 7 18 977062
2015 7 15 8 14 977076
2015 7 15 9 14 977090
2015 7 15 10 10 977100
2015 7 15 11 8 977108
2015 7 15 12 6 977114
2015 7 15 13 6 977120
2015 7 15 14 9 977129
2015 7 15 15 9 977138
2015 7 15 16 6 977144
2015 7 15 17 4 977148
2015 7 15 18 5 977153
2015 7 15 19 6 977159
2015 7 15 20 4 977163
2015 7 15 21 3 977166
2015 7 15 22 2 977168
2015 7 15 23 3 977171
2015 7 16 0 2 977173
2015 7 16 1 5 977178
2015 7 16 2 5 977183
2015 7 16 3 8 977191
2015 7 16 4 8 977199
2015 7 16 5 8 977207
2015 7 16 6 8 977215
2015 7 16 7 8 977223
2015 7 16 8 10 977233
2015 7 16 9 8 977241
2015 7 16 10 6 977247
2015 7 16 11 4 977251
2015 7 16 12 3 977254
2015 7 16 13 3 977257
2015 7 16 14 2 977259
2015 7 16 15 2 977261
2015 7 16 16 1 977262
2015 7 16 17 NA 977262
2015 7 16 18 1 977263
2015 7 16 19 NA 977263
2015 7 16 20 1 977264
2015 7 16 21 1 977265
2015 7 16 22 NA 977265
2015 7 16 23 NA 977265
2015 7 17 0 NA 977265
2015 7 17 1 1 977266
2015 7 17 2 NA 977266
2015 7 17 3 NA 977266
2015 7 17 4 NA 977266
2015 7 17 5 NA 977266
2015 7 17 6 NA 977266
2015 7 17 7 NA 977266
2015 7 17 8 NA 977266
2015 7 17 9 NA 977266
2015 7 17 10 NA 977266
2015 7 17 11 NA 977266
2015 7 17 12 NA 977266
2015 7 17 13 NA 977266
2015 7 17 14 NA 977266
2015 7 17 15 NA 977266
2015 7 17 16 NA 977266
2015 7 17 17 NA 977266
2015 7 17 18 NA 977266
2015 7 17 19 NA 977266
2015 7 17 20 NA 977266
2015 7 17 21 NA 977266
2015 7 17 22 NA 977266
2015 7 17 23 NA 977266
2015 7 18 0 NA 977266
2015 7 18 1 NA 977266
2015 7 18 2 NA 977266
2015 7 18 3 NA 977266
2015 7 18 4 NA 977266
2015 7 18 5 1 977267
2015 7 18 6 1 977268
2015 7 18 7 2 977270
2015 7 18 8 NA 977270
2015 7 18 9 1 977271
2015 7 18 10 1 977272
2015 7 18 11 NA 977272
2015 7 18 12 1 977273
2015 7 18 13 NA 977273
2015 7 18 14 NA 977273
2015 7 18 15 NA 977273
2015 7 18 16 1 977274
2015 7 18 17 4 977278
2015 7 18 18 4 977282
2015 7 18 19 5 977287
2015 7 18 20 12 977299
2015 7 18 21 15 977314
2015 7 18 22 11 977325
2015 7 18 23 9 977334
2015 7 19 0 9 977343
2015 7 19 1 6 977349
2015 7 19 2 6 977355
2015 7 19 3 6 977361
2015 7 19 4 9 977370
2015 7 19 5 8 977378
2015 7 19 6 6 977384
2015 7 19 7 8 977392
2015 7 19 8 9 977401
2015 7 19 9 7 977408
2015 7 19 10 8 977416
2015 7 19 11 6 977422
2015 7 19 12 4 977426
2015 7 19 13 3 977429
2015 7 19 14 3 977432
2015 7 19 15 5 977437
2015 7 19 16 9 977446
2015 7 19 17 11 977457
2015 7 19 18 10 977467
2015 7 19 19 6 977473
2015 7 19 20 6 977479
2015 7 19 21 3 977482
2015 7 19 22 3 977485
2015 7 19 23 1 977486
2015 7 20 0 1 977487
2015 7 20 1 1 977488
2015 7 20 2 1 977489
2015 7 20 3 NA 977489
2015 7 20 4 NA 977489
2015 7 20 5 1 977490
2015 7 20 6 1 977491
2015 7 20 7 1 977492
2015 7 20 8 1 977493
2015 7 20 9 1 977494
2015 7 20 10 1 977495
2015 7 20 11 NA 977495
2015 7 20 12 NA 977495
2015 7 20 13 NA 977495
2015 7 20 14 NA 977495
2015 7 20 15 NA 977495
2015 7 20 16 NA 977495
2015 7 20 17 NA 977495
2015 7 20 18 NA 977495
2015 7 20 19 NA 977495
2015 7 20 20 NA 977495
2015 7 20 21 NA 977495
2015 7 20 22 NA 977495
2015 7 20 23 NA 977495
2015 7 21 0 NA 977495
2015 7 21 1 NA 977495
2015 7 21 2 NA 977495
2015 7 21 3 NA 977495
2015 7 21 4 NA 977495
2015 7 21 5 NA 977495
2015 7 21 6 NA 977495
2015 7 21 7 NA 977495
2015 7 21 8 NA 977495
2015 7 21 9 NA 977495
2015 7 21 10 NA 977495
2015 7 21 11 NA 977495
2015 7 21 12 NA 977495
2015 7 21 13 NA 977495
2015 7 21 14 NA 977495
2015 7 21 15 NA 977495
2015 7 21 16 NA 977495
2015 7 21 17 NA 977495
2015 7 21 18 NA 977495
2015 7 21 19 NA 977495
2015 7 21 20 NA 977495
2015 7 21 21 NA 977495
2015 7 21 22 NA 977495
2015 7 21 23 NA 977495
2015 7 22 0 NA 977495
2015 7 22 1 NA 977495
2015 7 22 2 NA 977495
2015 7 22 3 NA 977495
2015 7 22 4 NA 977495
2015 7 22 5 NA 977495
2015 7 22 6 NA 977495
2015 7 22 7 1 977496
2015 7 22 8 NA 977496
2015 7 22 9 5 977501
2015 7 22 10 11 977512
2015 7 22 11 18 977530
2015 7 22 12 24 977554
2015 7 22 13 22 977576
2015 7 22 14 22 977598
2015 7 22 15 23 977621
2015 7 22 16 20 977641
2015 7 22 17 24 977665
2015 7 22 18 24 977689
2015 7 22 19 22 977711
2015 7 22 20 19 977730
2015 7 22 21 17 977747
2015 7 22 22 20 977767
2015 7 22 23 13 977780
2015 7 23 0 16 977796
2015 7 23 1 15 977811
2015 7 23 2 9 977820
2015 7 23 3 8 977828
2015 7 23 4 10 977838
2015 7 23 5 8 977846
2015 7 23 6 8 977854
2015 7 23 7 7 977861
2015 7 23 8 6 977867
2015 7 23 9 6 977873
2015 7 23 10 8 977881
2015 7 23 11 4 977885
2015 7 23 12 4 977889
2015 7 23 13 2 977891
2015 7 23 14 1 977892
2015 7 23 15 1 977893
2015 7 23 16 2 977895
2015 7 23 17 2 977897
2015 7 23 18 2 977899
2015 7 23 19 1 977900
2015 7 23 20 1 977901
2015 7 23 21 2 977903
2015 7 23 22 2 977905
2015 7 23 23 2 977907
2015 7 24 0 3 977910
2015 7 24 1 3 977913
2015 7 24 2 2 977915
2015 7 24 3 1 977916
2015 7 24 4 2 977918
2015 7 24 5 NA 977918
2015 7 24 6 1 977919
2015 7 24 7 NA 977919
2015 7 24 8 1 977920
2015 7 24 9 NA 977920
2015 7 24 10 NA 977920
2015 7 24 11 1 977921
2015 7 24 12 NA 977921
2015 7 24 13 NA 977921
2015 7 24 14 NA 977921
2015 7 24 15 1 977922
2015 7 24 16 NA 977922
2015 7 24 17 NA 977922
2015 7 24 18 NA 977922
2015 7 24 19 1 977923
2015 7 24 20 1 977924
2015 7 24 21 2 977926
2015 7 24 22 3 977929
2015 7 24 23 5 977934
2015 7 25 0 23 977957
2015 7 25 1 50 978007
2015 7 25 2 47 978054
2015 7 25 3 45 978099
2015 7 25 4 39 978138
2015 7 25 5 38 978176
2015 7 25 6 45 978221
2015 7 25 7 45 978266
2015 7 25 8 46 978312
2015 7 25 9 49 978361
2015 7 25 10 60 978421
2015 7 25 11 74 978495
2015 7 25 12 76 978571
2015 7 25 13 63 978634
2015 7 25 14 65 978699
2015 7 25 15 63 978762
2015 7 25 16 72 978834
2015 7 25 17 79 978913
2015 7 25 18 77 978990
2015 7 25 19 78 979068
2015 7 25 20 74 979142
2015 7 25 21 75 979217
2015 7 25 22 61 979278
2015 7 25 23 58 979336
2015 7 26 0 44 979380
2015 7 26 1 39 979419
2015 7 26 2 40 979459
2015 7 26 3 35 979494
2015 7 26 4 31 979525
2015 7 26 5 34 979559
2015 7 26 6 30 979589
2015 7 26 7 25 979614
2015 7 26 8 21 979635
2015 7 26 9 19 979654
2015 7 26 10 13 979667
2015 7 26 11 12 979679
2015 7 26 12 8 979687
2015 7 26 13 7 979694
2015 7 26 14 4 979698
2015 7 26 15 3 979701
2015 7 26 16 2 979703
2015 7 26 17 2 979705
2015 7 26 18 3 979708
2015 7 26 19 1 979709
2015 7 26 20 1 979710
2015 7 26 21 1 979711
2015 7 26 22 NA 979711
2015 7 26 23 NA 979711
2015 7 27 0 NA 979711
2015 7 27 1 2 979713
2015 7 27 2 4 979717
2015 7 27 3 10 979727
2015 7 27 4 22 979749
2015 7 27 5 26 979775
2015 7 27 6 26 979801
2015 7 27 7 18 979819
2015 7 27 8 20 979839
2015 7 27 9 16 979855
2015 7 27 10 21 979876
2015 7 27 11 22 979898
2015 7 27 12 26 979924
2015 7 27 13 24 979948
2015 7 27 14 23 979971
2015 7 27 15 22 979993
2015 7 27 16 28 980021
2015 7 27 17 27 980048
2015 7 27 18 21 980069
2015 7 27 19 21 980090
2015 7 27 20 17 980107
2015 7 27 21 17 980124
2015 7 27 22 17 980141
2015 7 27 23 17 980158
2015 7 28 0 19 980177
2015 7 28 1 23 980200
2015 7 28 2 21 980221
2015 7 28 3 25 980246
2015 7 28 4 27 980273
2015 7 28 5 27 980300
2015 7 28 6 28 980328
2015 7 28 7 32 980360
2015 7 28 8 31 980391
2015 7 28 9 29 980420
2015 7 28 10 35 980455
2015 7 28 11 30 980485
2015 7 28 12 33 980518
2015 7 28 13 31 980549
2015 7 28 14 27 980576
2015 7 28 15 27 980603
2015 7 28 16 27 980630
2015 7 28 17 24 980654
2015 7 28 18 28 980682
2015 7 28 19 31 980713
2015 7 28 20 44 980757
2015 7 28 21 59 980816
2015 7 28 22 51 980867
2015 7 28 23 47 980914
2015 7 29 0 54 980968
2015 7 29 1 51 981019
2015 7 29 2 62 981081
2015 7 29 3 66 981147
2015 7 29 4 62 981209
2015 7 29 5 55 981264
2015 7 29 6 51 981315
2015 7 29 7 65 981380
2015 7 29 8 50 981430
2015 7 29 9 39 981469
2015 7 29 10 32 981501
2015 7 29 11 35 981536
2015 7 29 12 29 981565
2015 7 29 13 22 981587
2015 7 29 14 17 981604
2015 7 29 15 14 981618
2015 7 29 16 17 981635
2015 7 29 17 25 981660
2015 7 29 18 32 981692
2015 7 29 19 30 981722
2015 7 29 20 31 981753
2015 7 29 21 28 981781
2015 7 29 22 27 981808
2015 7 29 23 27 981835
2015 7 30 0 26 981861
2015 7 30 1 23 981884
2015 7 30 2 19 981903
2015 7 30 3 13 981916
2015 7 30 4 11 981927
2015 7 30 5 8 981935
2015 7 30 6 8 981943
2015 7 30 7 7 981950
2015 7 30 8 4 981954
2015 7 30 9 4 981958
2015 7 30 10 3 981961
2015 7 30 11 2 981963
2015 7 30 12 2 981965
2015 7 30 13 2 981967
2015 7 30 14 2 981969
2015 7 30 15 1 981970
2015 7 30 16 4 981974
2015 7 30 17 3 981977
2015 7 30 18 4 981981
2015 7 30 19 7 981988
2015 7 30 20 10 981998
2015 7 30 21 11 982009
2015 7 30 22 12 982021
2015 7 30 23 7 982028
2015 7 31 0 9 982037
2015 7 31 1 6 982043
2015 7 31 2 5 982048
2015 7 31 3 6 982054
2015 7 31 4 4 982058
2015 7 31 5 3 982061
2015 7 31 6 5 982066
2015 7 31 7 6 982072
2015 7 31 8 9 982081
2015 7 31 9 11 982092
2015 7 31 10 12 982104
2015 7 31 11 15 982119
2015 7 31 12 20 982139
2015 7 31 13 25 982164
2015 7 31 14 25 982189
2015 7 31 15 17 982206
2015 7 31 16 12 982218
2015 7 31 17 8 982226
2015 7 31 18 6 982232
2015 7 31 19 5 982237
2015 7 31 20 5 982242
2015 7 31 21 4 982246
2015 7 31 22 4 982250
2015 7 31 23 6 982256
2015 8 1 0 4 982260
2015 8 1 1 4 982264
2015 8 1 2 4 982268
2015 8 1 3 6 982274
2015 8 1 4 8 982282
2015 8 1 5 9 982291
2015 8 1 6 10 982301
2015 8 1 7 3 982304
2015 8 1 8 3 982307
2015 8 1 9 2 982309
2015 8 1 10 1 982310
2015 8 1 11 NA 982310
2015 8 1 12 NA 982310
2015 8 1 13 NA 982310
2015 8 1 14 NA 982310
2015 8 1 15 NA 982310
2015 8 1 16 2 982312
2015 8 1 17 6 982318
2015 8 1 18 5 982323
2015 8 1 19 4 982327
2015 8 1 20 6 982333
2015 8 1 21 7 982340
2015 8 1 22 8 982348
2015 8 1 23 7 982355
2015 8 2 0 5 982360
2015 8 2 1 5 982365
2015 8 2 2 6 982371
2015 8 2 3 6 982377
2015 8 2 4 11 982388
2015 8 2 5 9 982397
2015 8 2 6 14 982411
2015 8 2 7 12 982423
2015 8 2 8 12 982435
2015 8 2 9 12 982447
2015 8 2 10 10 982457
2015 8 2 11 11 982468
2015 8 2 12 5 982473
2015 8 2 13 8 982481
2015 8 2 14 4 982485
2015 8 2 15 4 982489
2015 8 2 16 5 982494
2015 8 2 17 3 982497
2015 8 2 18 3 982500
2015 8 2 19 3 982503
2015 8 2 20 3 982506
2015 8 2 21 2 982508
2015 8 2 22 NA 982508
2015 8 2 23 1 982509
2015 8 3 0 NA 982509
2015 8 3 1 NA 982509
2015 8 3 2 NA 982509
2015 8 3 3 NA 982509
2015 8 3 4 NA 982509
2015 8 3 5 2 982511
2015 8 3 6 1 982512
2015 8 3 7 2 982514
2015 8 3 8 1 982515
2015 8 3 9 2 982517
2015 8 3 10 1 982518
2015 8 3 11 NA 982518
2015 8 3 12 1 982519
2015 8 3 13 NA 982519
2015 8 3 14 NA 982519
2015 8 3 15 NA 982519
2015 8 3 16 1 982520
2015 8 3 17 2 982522
2015 8 3 18 2 982524
2015 8 3 19 2 982526
2015 8 3 20 3 982529
2015 8 3 21 4 982533
2015 8 3 22 6 982539
2015 8 3 23 9 982548
2015 8 4 0 13 982561
2015 8 4 1 9 982570
2015 8 4 2 8 982578
2015 8 4 3 5 982583
2015 8 4 4 3 982586
2015 8 4 5 2 982588
2015 8 4 6 2 982590
2015 8 4 7 2 982592
2015 8 4 8 2 982594
2015 8 4 9 4 982598
2015 8 4 10 7 982605
2015 8 4 11 11 982616
2015 8 4 12 21 982637
2015 8 4 13 32 982669
2015 8 4 14 55 982724
2015 8 4 15 70 982794
2015 8 4 16 72 982866
2015 8 4 17 78 982944
2015 8 4 18 70 983014
2015 8 4 19 75 983089
2015 8 4 20 84 983173
2015 8 4 21 81 983254
2015 8 4 22 105 983359
2015 8 4 23 91 983450
2015 8 5 0 75 983525
2015 8 5 1 75 983600
2015 8 5 2 76 983676
2015 8 5 3 72 983748
2015 8 5 4 72 983820
2015 8 5 5 76 983896
2015 8 5 6 79 983975
2015 8 5 7 75 984050
2015 8 5 8 68 984118
2015 8 5 9 60 984178
2015 8 5 10 56 984234
2015 8 5 11 83 984317
2015 8 5 12 93 984410
2015 8 5 13 71 984481
2015 8 5 14 58 984539
2015 8 5 15 55 984594
2015 8 5 16 49 984643
2015 8 5 17 57 984700
2015 8 5 18 55 984755
2015 8 5 19 52 984807
2015 8 5 20 50 984857
2015 8 5 21 41 984898
2015 8 5 22 30 984928
2015 8 5 23 24 984952
2015 8 6 0 18 984970
2015 8 6 1 20 984990
2015 8 6 2 15 985005
2015 8 6 3 15 985020
2015 8 6 4 17 985037
2015 8 6 5 12 985049
2015 8 6 6 12 985061
2015 8 6 7 11 985072
2015 8 6 8 13 985085
2015 8 6 9 15 985100
2015 8 6 10 15 985115
2015 8 6 11 27 985142
2015 8 6 12 27 985169
2015 8 6 13 29 985198
2015 8 6 14 21 985219
2015 8 6 15 17 985236
2015 8 6 16 13 985249
2015 8 6 17 10 985259
2015 8 6 18 10 985269
2015 8 6 19 9 985278
2015 8 6 20 8 985286
2015 8 6 21 7 985293
2015 8 6 22 8 985301
2015 8 6 23 6 985307
2015 8 7 0 10 985317
2015 8 7 1 8 985325
2015 8 7 2 14 985339
2015 8 7 3 15 985354
2015 8 7 4 14 985368
2015 8 7 5 13 985381
2015 8 7 6 17 985398
2015 8 7 7 16 985414
2015 8 7 8 15 985429
2015 8 7 9 14 985443
2015 8 7 10 11 985454
2015 8 7 11 9 985463
2015 8 7 12 5 985468
2015 8 7 13 5 985473
2015 8 7 14 5 985478
2015 8 7 15 3 985481
2015 8 7 16 3 985484
2015 8 7 17 3 985487
2015 8 7 18 2 985489
2015 8 7 19 2 985491
2015 8 7 20 3 985494
2015 8 7 21 3 985497
2015 8 7 22 2 985499
2015 8 7 23 2 985501
2015 8 8 0 1 985502
2015 8 8 1 1 985503
2015 8 8 2 1 985504
2015 8 8 3 1 985505
2015 8 8 4 3 985508
2015 8 8 5 2 985510
2015 8 8 6 2 985512
2015 8 8 7 4 985516
2015 8 8 8 3 985519
2015 8 8 9 7 985526
2015 8 8 10 11 985537
2015 8 8 11 19 985556
2015 8 8 12 29 985585
2015 8 8 13 39 985624
2015 8 8 14 31 985655
2015 8 8 15 31 985686
2015 8 8 16 27 985713
2015 8 8 17 19 985732
2015 8 8 18 13 985745
2015 8 8 19 9 985754
2015 8 8 20 6 985760
2015 8 8 21 4 985764
2015 8 8 22 3 985767
2015 8 8 23 4 985771
2015 8 9 0 4 985775
2015 8 9 1 5 985780
2015 8 9 2 5 985785
2015 8 9 3 2 985787
2015 8 9 4 3 985790
2015 8 9 5 1 985791
2015 8 9 6 2 985793
2015 8 9 7 1 985794
2015 8 9 8 3 985797
2015 8 9 9 2 985799
2015 8 9 10 4 985803
2015 8 9 11 2 985805
2015 8 9 12 NA 985805
2015 8 9 13 1 985806
2015 8 9 14 NA 985806
2015 8 9 15 NA 985806
2015 8 9 16 1 985807
2015 8 9 17 NA 985807
2015 8 9 18 NA 985807
2015 8 9 19 1 985808
2015 8 9 20 1 985809
2015 8 9 21 1 985810
2015 8 9 22 2 985812
2015 8 9 23 1 985813
2015 8 10 0 1 985814
2015 8 10 1 NA 985814
2015 8 10 2 NA 985814
2015 8 10 3 NA 985814
2015 8 10 4 NA 985814
2015 8 10 5 1 985815
2015 8 10 6 NA 985815
2015 8 10 7 NA 985815
2015 8 10 8 NA 985815
2015 8 10 9 NA 985815
2015 8 10 10 NA 985815
2015 8 10 11 1 985816
2015 8 10 12 NA 985816
2015 8 10 13 3 985819
2015 8 10 14 3 985822
2015 8 10 15 7 985829
2015 8 10 16 10 985839
2015 8 10 17 8 985847
2015 8 10 18 6 985853
2015 8 10 19 11 985864
2015 8 10 20 11 985875
2015 8 10 21 6 985881
2015 8 10 22 8 985889
2015 8 10 23 7 985896
2015 8 11 0 6 985902
2015 8 11 1 10 985912
2015 8 11 2 13 985925
2015 8 11 3 11 985936
2015 8 11 4 13 985949
2015 8 11 5 15 985964
2015 8 11 6 21 985985
2015 8 11 7 16 986001
2015 8 11 8 16 986017
2015 8 11 9 20 986037
2015 8 11 10 16 986053
2015 8 11 11 20 986073
2015 8 11 12 16 986089
2015 8 11 13 10 986099
2015 8 11 14 11 986110
2015 8 11 15 12 986122
2015 8 11 16 11 986133
2015 8 11 17 14 986147
2015 8 11 18 15 986162
2015 8 11 19 16 986178
2015 8 11 20 18 986196
2015 8 11 21 17 986213
2015 8 11 22 14 986227
2015 8 11 23 18 986245
2015 8 12 0 15 986260
2015 8 12 1 16 986276
2015 8 12 2 12 986288
2015 8 12 3 12 986300
2015 8 12 4 10 986310
2015 8 12 5 11 986321
2015 8 12 6 10 986331
2015 8 12 7 9 986340
2015 8 12 8 10 986350
2015 8 12 9 7 986357
2015 8 12 10 8 986365
2015 8 12 11 9 986374
2015 8 12 12 8 986382
2015 8 12 13 9 986391
2015 8 12 14 9 986400
2015 8 12 15 11 986411
2015 8 12 16 9 986420
2015 8 12 17 10 986430
2015 8 12 18 9 986439
2015 8 12 19 14 986453
2015 8 12 20 15 986468
2015 8 12 21 15 986483
2015 8 12 22 14 986497
2015 8 12 23 9 986506
2015 8 13 0 9 986515
2015 8 13 1 9 986524
2015 8 13 2 7 986531
2015 8 13 3 7 986538
2015 8 13 4 5 986543
2015 8 13 5 6 986549
2015 8 13 6 4 986553
2015 8 13 7 5 986558
2015 8 13 8 4 986562
2015 8 13 9 5 986567
2015 8 13 10 6 986573
2015 8 13 11 6 986579
2015 8 13 12 5 986584
2015 8 13 13 6 986590
2015 8 13 14 9 986599
2015 8 13 15 7 986606
2015 8 13 16 6 986612
2015 8 13 17 5 986617
2015 8 13 18 5 986622
2015 8 13 19 5 986627
2015 8 13 20 12 986639
2015 8 13 21 22 986661
2015 8 13 22 23 986684
2015 8 13 23 26 986710
2015 8 14 0 25 986735
2015 8 14 1 23 986758
2015 8 14 2 28 986786
2015 8 14 3 28 986814
2015 8 14 4 30 986844
2015 8 14 5 34 986878
2015 8 14 6 33 986911
2015 8 14 7 27 986938
2015 8 14 8 29 986967
2015 8 14 9 32 986999
2015 8 14 10 53 987052
2015 8 14 11 81 987133
2015 8 14 12 93 987226
2015 8 14 13 95 987321
2015 8 14 14 99 987420
2015 8 14 15 83 987503
2015 8 14 16 79 987582
2015 8 14 17 68 987650
2015 8 14 18 71 987721
2015 8 14 19 66 987787
2015 8 14 20 62 987849
2015 8 14 21 57 987906
2015 8 14 22 48 987954
2015 8 14 23 45 987999
2015 8 15 0 41 988040
2015 8 15 1 38 988078
2015 8 15 2 39 988117
2015 8 15 3 44 988161
2015 8 15 4 43 988204
2015 8 15 5 36 988240
2015 8 15 6 38 988278
2015 8 15 7 39 988317
2015 8 15 8 38 988355
2015 8 15 9 45 988400
2015 8 15 10 38 988438
2015 8 15 11 42 988480
2015 8 15 12 50 988530
2015 8 15 13 53 988583
2015 8 15 14 58 988641
2015 8 15 15 58 988699
2015 8 15 16 57 988756
2015 8 15 17 60 988816
2015 8 15 18 64 988880
2015 8 15 19 65 988945
2015 8 15 20 65 989010
2015 8 15 21 63 989073
2015 8 15 22 51 989124
2015 8 15 23 50 989174
2015 8 16 0 49 989223
2015 8 16 1 49 989272
2015 8 16 2 51 989323
2015 8 16 3 57 989380
2015 8 16 4 58 989438
2015 8 16 5 61 989499
2015 8 16 6 58 989557
2015 8 16 7 58 989615
2015 8 16 8 54 989669
2015 8 16 9 50 989719
2015 8 16 10 50 989769
2015 8 16 11 42 989811
2015 8 16 12 40 989851
2015 8 16 13 36 989887
2015 8 16 14 36 989923
2015 8 16 15 37 989960
2015 8 16 16 37 989997
2015 8 16 17 34 990031
2015 8 16 18 40 990071
2015 8 16 19 40 990111
2015 8 16 20 38 990149
2015 8 16 21 39 990188
2015 8 16 22 27 990215
2015 8 16 23 24 990239
2015 8 17 0 24 990263
2015 8 17 1 20 990283
2015 8 17 2 23 990306
2015 8 17 3 15 990321
2015 8 17 4 16 990337
2015 8 17 5 16 990353
2015 8 17 6 16 990369
2015 8 17 7 16 990385
2015 8 17 8 19 990404
2015 8 17 9 15 990419
2015 8 17 10 22 990441
2015 8 17 11 25 990466
2015 8 17 12 23 990489
2015 8 17 13 18 990507
2015 8 17 14 20 990527
2015 8 17 15 17 990544
2015 8 17 16 16 990560
2015 8 17 17 17 990577
2015 8 17 18 15 990592
2015 8 17 19 14 990606
2015 8 17 20 17 990623
2015 8 17 21 15 990638
2015 8 17 22 13 990651
2015 8 17 23 13 990664
2015 8 18 0 7 990671
2015 8 18 1 7 990678
2015 8 18 2 6 990684
2015 8 18 3 6 990690
2015 8 18 4 5 990695
2015 8 18 5 9 990704
2015 8 18 6 9 990713
2015 8 18 7 8 990721
2015 8 18 8 10 990731
2015 8 18 9 9 990740
2015 8 18 10 7 990747
2015 8 18 11 4 990751
2015 8 18 12 2 990753
2015 8 18 13 3 990756
2015 8 18 14 2 990758
2015 8 18 15 2 990760
2015 8 18 16 2 990762
2015 8 18 17 2 990764
2015 8 18 18 3 990767
2015 8 18 19 4 990771
2015 8 18 20 4 990775
2015 8 18 21 3 990778
2015 8 18 22 2 990780
2015 8 18 23 2 990782
2015 8 19 0 1 990783
2015 8 19 1 1 990784
2015 8 19 2 1 990785
2015 8 19 3 NA 990785
2015 8 19 4 1 990786
2015 8 19 5 NA 990786
2015 8 19 6 1 990787
2015 8 19 7 NA 990787
2015 8 19 8 1 990788
2015 8 19 9 1 990789
2015 8 19 10 1 990790
2015 8 19 11 NA 990790
2015 8 19 12 NA 990790
2015 8 19 13 NA 990790
2015 8 19 14 NA 990790
2015 8 19 15 1 990791
2015 8 19 16 NA 990791
2015 8 19 17 NA 990791
2015 8 19 18 NA 990791
2015 8 19 19 NA 990791
2015 8 19 20 NA 990791
2015 8 19 21 NA 990791
2015 8 19 22 NA 990791
2015 8 19 23 NA 990791
2015 8 20 0 NA 990791
2015 8 20 1 NA 990791
2015 8 20 2 NA 990791
2015 8 20 3 NA 990791
2015 8 20 4 NA 990791
2015 8 20 5 NA 990791
2015 8 20 6 NA 990791
2015 8 20 7 NA 990791
2015 8 20 8 NA 990791
2015 8 20 9 NA 990791
2015 8 20 10 NA 990791
2015 8 20 11 NA 990791
2015 8 20 12 NA 990791
2015 8 20 13 NA 990791
2015 8 20 14 NA 990791
2015 8 20 15 NA 990791
2015 8 20 16 NA 990791
2015 8 20 17 NA 990791
2015 8 20 18 NA 990791
2015 8 20 19 NA 990791
2015 8 20 20 NA 990791
2015 8 20 21 NA 990791
2015 8 20 22 NA 990791
2015 8 20 23 NA 990791
2015 8 21 0 1 990792
