year month day hour kwh cumulated_kwh
2015 3 31 21 40 929148
2015 3 31 22 47 929195
2015 3 31 23 50 929245
2015 4 1 0 61 929306
2015 4 1 1 63 929369
2015 4 1 2 67 929436
2015 4 1 3 60 929496
2015 4 1 4 64 929560
2015 4 1 5 63 929623
2015 4 1 6 56 929679
2015 4 1 7 63 929742
2015 4 1 8 64 929806
2015 4 1 9 66 929872
2015 4 1 10 69 929941
2015 4 1 11 64 930005
2015 4 1 12 69 930074
2015 4 1 13 76 930150
2015 4 1 14 79 930229
2015 4 1 15 73 930302
2015 4 1 16 65 930367
2015 4 1 17 68 930435
2015 4 1 18 67 930502
2015 4 1 19 75 930577
2015 4 1 20 69 930646
2015 4 1 21 65 930711
2015 4 1 22 68 930779
2015 4 1 23 61 930840
2015 4 2 0 68 930908
2015 4 2 1 70 930978
2015 4 2 2 67 931045
2015 4 2 3 66 931111
2015 4 2 4 70 931181
2015 4 2 5 71 931252
2015 4 2 6 70 931322
2015 4 2 7 71 931393
2015 4 2 8 69 931462
2015 4 2 9 66 931528
2015 4 2 10 65 931593
2015 4 2 11 72 931665
2015 4 2 12 66 931731
2015 4 2 13 71 931802
2015 4 2 14 70 931872
2015 4 2 15 74 931946
2015 4 2 16 69 932015
2015 4 2 17 43 932058
2015 4 2 18 NA 932058
2015 4 2 19 NA 932058
2015 4 2 20 NA 932058
2015 4 2 21 NA 932058
2015 4 2 22 NA 932058
2015 4 2 23 NA 932058
2015 4 3 0 NA 932058
2015 4 3 1 NA 932058
2015 4 3 2 NA 932058
2015 4 3 3 NA 932058
2015 4 3 4 NA 932058
2015 4 3 5 NA 932058
2015 4 3 6 NA 932058
2015 4 3 7 NA 932058
2015 4 3 8 NA 932058
2015 4 3 9 NA 932058
2015 4 3 10 NA 932058
2015 4 3 11 NA 932058
2015 4 3 12 NA 932058
2015 4 3 13 NA 932058
2015 4 3 14 NA 932058
2015 4 3 15 NA 932058
2015 4 3 16 NA 932058
2015 4 3 17 NA 932058
2015 4 3 18 NA 932058
2015 4 3 19 NA 932058
2015 4 3 20 NA 932058
2015 4 3 21 NA 932058
2015 4 3 22 NA 932058
2015 4 3 23 NA 932058
2015 4 4 0 NA 932058
2015 4 4 1 NA 932058
2015 4 4 2 NA 932058
2015 4 4 3 NA 932058
2015 4 4 4 NA 932058
2015 4 4 5 NA 932058
2015 4 4 6 NA 932058
2015 4 4 7 NA 932058
2015 4 4 8 NA 932058
2015 4 4 9 NA 932058
2015 4 4 10 NA 932058
2015 4 4 11 NA 932058
2015 4 4 12 NA 932058
2015 4 4 13 NA 932058
2015 4 4 14 NA 932058
2015 4 4 15 NA 932058
2015 4 4 16 NA 932058
2015 4 4 17 NA 932058
2015 4 4 18 NA 932058
2015 4 4 19 NA 932058
2015 4 4 20 NA 932058
2015 4 4 21 NA 932058
2015 4 4 22 NA 932058
2015 4 4 23 NA 932058
2015 4 5 0 NA 932058
2015 4 5 1 NA 932058
2015 4 5 2 NA 932058
2015 4 5 3 NA 932058
2015 4 5 4 NA 932058
2015 4 5 5 NA 932058
2015 4 5 6 NA 932058
2015 4 5 7 NA 932058
2015 4 5 8 NA 932058
2015 4 5 9 NA 932058
2015 4 5 10 NA 932058
2015 4 5 11 NA 932058
2015 4 5 12 NA 932058
2015 4 5 13 NA 932058
2015 4 5 14 NA 932058
2015 4 5 15 NA 932058
2015 4 5 16 NA 932058
2015 4 5 17 NA 932058
2015 4 5 18 NA 932058
2015 4 5 19 NA 932058
2015 4 5 20 NA 932058
2015 4 5 21 NA 932058
2015 4 5 22 NA 932058
2015 4 5 23 NA 932058
2015 4 6 0 NA 932058
2015 4 6 1 NA 932058
2015 4 6 2 NA 932058
2015 4 6 3 NA 932058
2015 4 6 4 NA 932058
2015 4 6 5 NA 932058
2015 4 6 6 NA 932058
2015 4 6 7 NA 932058
2015 4 6 8 NA 932058
2015 4 6 9 NA 932058
2015 4 6 10 NA 932058
2015 4 6 11 NA 932058
2015 4 6 12 NA 932058
2015 4 6 13 NA 932058
2015 4 6 14 NA 932058
2015 4 6 15 NA 932058
2015 4 6 16 NA 932058
2015 4 6 17 NA 932058
2015 4 6 18 NA 932058
2015 4 6 19 NA 932058
2015 4 6 20 NA 932058
2015 4 6 21 NA 932058
2015 4 6 22 NA 932058
2015 4 6 23 NA 932058
2015 4 7 0 NA 932058
2015 4 7 1 NA 932058
2015 4 7 2 NA 932058
2015 4 7 3 NA 932058
2015 4 7 4 NA 932058
2015 4 7 5 NA 932058
2015 4 7 6 NA 932058
2015 4 7 7 NA 932058
2015 4 7 8 NA 932058
2015 4 7 9 8 932066
2015 4 7 10 14 932080
2015 4 7 11 18 932098
2015 4 7 12 24 932122
2015 4 7 13 23 932145
2015 4 7 14 17 932162
2015 4 7 15 19 932181
2015 4 7 16 17 932198
2015 4 7 17 10 932208
2015 4 7 18 8 932216
2015 4 7 19 6 932222
2015 4 7 20 6 932228
2015 4 7 21 6 932234
2015 4 7 22 5 932239
2015 4 7 23 2 932241
2015 4 8 0 2 932243
2015 4 8 1 1 932244
2015 4 8 2 1 932245
2015 4 8 3 1 932246
2015 4 8 4 1 932247
2015 4 8 5 1 932248
2015 4 8 6 NA 932248
2015 4 8 7 NA 932248
2015 4 8 8 1 932249
2015 4 8 9 NA 932249
2015 4 8 10 NA 932249
2015 4 8 11 NA 932249
2015 4 8 12 NA 932249
2015 4 8 13 NA 932249
2015 4 8 14 NA 932249
2015 4 8 15 NA 932249
2015 4 8 16 1 932250
2015 4 8 17 NA 932250
2015 4 8 18 NA 932250
2015 4 8 19 NA 932250
2015 4 8 20 NA 932250
2015 4 8 21 NA 932250
2015 4 8 22 1 932251
2015 4 8 23 1 932252
2015 4 9 0 1 932253
2015 4 9 1 1 932254
2015 4 9 2 3 932257
2015 4 9 3 6 932263
2015 4 9 4 9 932272
2015 4 9 5 17 932289
2015 4 9 6 26 932315
2015 4 9 7 27 932342
2015 4 9 8 35 932377
2015 4 9 9 34 932411
2015 4 9 10 37 932448
2015 4 9 11 54 932502
2015 4 9 12 58 932560
2015 4 9 13 48 932608
2015 4 9 14 51 932659
2015 4 9 15 63 932722
2015 4 9 16 67 932789
2015 4 9 17 64 932853
2015 4 9 18 67 932920
2015 4 9 19 70 932990
2015 4 9 20 70 933060
2015 4 9 21 81 933141
2015 4 9 22 72 933213
2015 4 9 23 72 933285
2015 4 10 0 80 933365
2015 4 10 1 75 933440
2015 4 10 2 59 933499
2015 4 10 3 60 933559
2015 4 10 4 53 933612
2015 4 10 5 49 933661
2015 4 10 6 53 933714
2015 4 10 7 57 933771
2015 4 10 8 42 933813
2015 4 10 9 42 933855
2015 4 10 10 45 933900
2015 4 10 11 43 933943
2015 4 10 12 45 933988
2015 4 10 13 39 934027
2015 4 10 14 43 934070
2015 4 10 15 35 934105
2015 4 10 16 38 934143
2015 4 10 17 39 934182
2015 4 10 18 31 934213
2015 4 10 19 23 934236
2015 4 10 20 26 934262
2015 4 10 21 22 934284
2015 4 10 22 26 934310
2015 4 10 23 20 934330
2015 4 11 0 20 934350
2015 4 11 1 10 934360
2015 4 11 2 17 934377
2015 4 11 3 15 934392
2015 4 11 4 10 934402
2015 4 11 5 12 934414
2015 4 11 6 8 934422
2015 4 11 7 9 934431
2015 4 11 8 13 934444
2015 4 11 9 13 934457
2015 4 11 10 15 934472
2015 4 11 11 15 934487
2015 4 11 12 9 934496
2015 4 11 13 10 934506
2015 4 11 14 6 934512
2015 4 11 15 8 934520
2015 4 11 16 7 934527
2015 4 11 17 5 934532
2015 4 11 18 6 934538
2015 4 11 19 7 934545
2015 4 11 20 6 934551
2015 4 11 21 7 934558
2015 4 11 22 13 934571
2015 4 11 23 11 934582
2015 4 12 0 14 934596
2015 4 12 1 9 934605
2015 4 12 2 9 934614
2015 4 12 3 6 934620
2015 4 12 4 8 934628
2015 4 12 5 7 934635
2015 4 12 6 7 934642
2015 4 12 7 5 934647
2015 4 12 8 7 934654
2015 4 12 9 8 934662
2015 4 12 10 9 934671
2015 4 12 11 9 934680
2015 4 12 12 14 934694
2015 4 12 13 15 934709
2015 4 12 14 12 934721
2015 4 12 15 13 934734
2015 4 12 16 13 934747
2015 4 12 17 13 934760
2015 4 12 18 13 934773
2015 4 12 19 12 934785
2015 4 12 20 14 934799
2015 4 12 21 20 934819
2015 4 12 22 20 934839
2015 4 12 23 18 934857
2015 4 13 0 17 934874
2015 4 13 1 20 934894
2015 4 13 2 19 934913
2015 4 13 3 14 934927
2015 4 13 4 12 934939
2015 4 13 5 14 934953
2015 4 13 6 10 934963
2015 4 13 7 11 934974
2015 4 13 8 14 934988
2015 4 13 9 15 935003
2015 4 13 10 21 935024
2015 4 13 11 18 935042
2015 4 13 12 21 935063
2015 4 13 13 27 935090
2015 4 13 14 27 935117
2015 4 13 15 33 935150
2015 4 13 16 34 935184
2015 4 13 17 30 935214
2015 4 13 18 31 935245
2015 4 13 19 23 935268
2015 4 13 20 24 935292
2015 4 13 21 19 935311
2015 4 13 22 21 935332
2015 4 13 23 23 935355
2015 4 14 0 25 935380
2015 4 14 1 31 935411
2015 4 14 2 28 935439
2015 4 14 3 19 935458
2015 4 14 4 24 935482
2015 4 14 5 23 935505
2015 4 14 6 25 935530
2015 4 14 7 21 935551
2015 4 14 8 18 935569
2015 4 14 9 18 935587
2015 4 14 10 18 935605
2015 4 14 11 16 935621
2015 4 14 12 15 935636
2015 4 14 13 19 935655
2015 4 14 14 17 935672
2015 4 14 15 17 935689
2015 4 14 16 15 935704
2015 4 14 17 14 935718
2015 4 14 18 12 935730
2015 4 14 19 11 935741
2015 4 14 20 13 935754
2015 4 14 21 11 935765
2015 4 14 22 7 935772
2015 4 14 23 6 935778
2015 4 15 0 7 935785
2015 4 15 1 8 935793
2015 4 15 2 9 935802
2015 4 15 3 11 935813
2015 4 15 4 11 935824
2015 4 15 5 13 935837
2015 4 15 6 16 935853
2015 4 15 7 13 935866
2015 4 15 8 16 935882
2015 4 15 9 16 935898
2015 4 15 10 16 935914
2015 4 15 11 16 935930
2015 4 15 12 11 935941
2015 4 15 13 12 935953
2015 4 15 14 14 935967
2015 4 15 15 18 935985
2015 4 15 16 22 936007
2015 4 15 17 23 936030
2015 4 15 18 27 936057
2015 4 15 19 27 936084
2015 4 15 20 25 936109
2015 4 15 21 18 936127
2015 4 15 22 11 936138
2015 4 15 23 17 936155
2015 4 16 0 15 936170
2015 4 16 1 19 936189
2015 4 16 2 21 936210
2015 4 16 3 23 936233
2015 4 16 4 28 936261
2015 4 16 5 31 936292
2015 4 16 6 30 936322
2015 4 16 7 27 936349
2015 4 16 8 23 936372
2015 4 16 9 19 936391
2015 4 16 10 18 936409
2015 4 16 11 19 936428
2015 4 16 12 21 936449
2015 4 16 13 15 936464
2015 4 16 14 19 936483
2015 4 16 15 22 936505
2015 4 16 16 19 936524
2015 4 16 17 22 936546
2015 4 16 18 30 936576
2015 4 16 19 25 936601
2015 4 16 20 22 936623
2015 4 16 21 22 936645
2015 4 16 22 18 936663
2015 4 16 23 24 936687
2015 4 17 0 22 936709
2015 4 17 1 19 936728
2015 4 17 2 21 936749
2015 4 17 3 24 936773
2015 4 17 4 24 936797
2015 4 17 5 23 936820
2015 4 17 6 21 936841
2015 4 17 7 26 936867
2015 4 17 8 25 936892
2015 4 17 9 26 936918
2015 4 17 10 25 936943
2015 4 17 11 23 936966
2015 4 17 12 18 936984
2015 4 17 13 18 937002
2015 4 17 14 21 937023
2015 4 17 15 24 937047
2015 4 17 16 22 937069
2015 4 17 17 24 937093
2015 4 17 18 22 937115
2015 4 17 19 21 937136
2015 4 17 20 21 937157
2015 4 17 21 21 937178
2015 4 17 22 18 937196
2015 4 17 23 14 937210
2015 4 18 0 16 937226
2015 4 18 1 17 937243
2015 4 18 2 15 937258
2015 4 18 3 21 937279
2015 4 18 4 20 937299
2015 4 18 5 27 937326
2015 4 18 6 29 937355
2015 4 18 7 23 937378
2015 4 18 8 18 937396
2015 4 18 9 17 937413
2015 4 18 10 18 937431
2015 4 18 11 15 937446
2015 4 18 12 12 937458
2015 4 18 13 10 937468
2015 4 18 14 13 937481
2015 4 18 15 16 937497
2015 4 18 16 21 937518
2015 4 18 17 18 937536
2015 4 18 18 20 937556
2015 4 18 19 15 937571
2015 4 18 20 16 937587
2015 4 18 21 10 937597
2015 4 18 22 9 937606
2015 4 18 23 8 937614
2015 4 19 0 6 937620
2015 4 19 1 5 937625
2015 4 19 2 5 937630
2015 4 19 3 5 937635
2015 4 19 4 6 937641
2015 4 19 5 7 937648
2015 4 19 6 6 937654
2015 4 19 7 7 937661
2015 4 19 8 6 937667
2015 4 19 9 5 937672
2015 4 19 10 4 937676
2015 4 19 11 4 937680
2015 4 19 12 5 937685
2015 4 19 13 6 937691
2015 4 19 14 16 937707
2015 4 19 15 32 937739
2015 4 19 16 21 937760
2015 4 19 17 23 937783
2015 4 19 18 33 937816
2015 4 19 19 31 937847
2015 4 19 20 35 937882
2015 4 19 21 49 937931
2015 4 19 22 56 937987
2015 4 19 23 34 938021
2015 4 20 0 36 938057
2015 4 20 1 32 938089
2015 4 20 2 27 938116
2015 4 20 3 22 938138
2015 4 20 4 18 938156
2015 4 20 5 14 938170
2015 4 20 6 14 938184
2015 4 20 7 19 938203
2015 4 20 8 16 938219
2015 4 20 9 16 938235
2015 4 20 10 19 938254
2015 4 20 11 26 938280
2015 4 20 12 25 938305
2015 4 20 13 20 938325
2015 4 20 14 21 938346
2015 4 20 15 18 938364
2015 4 20 16 20 938384
2015 4 20 17 17 938401
2015 4 20 18 11 938412
2015 4 20 19 10 938422
2015 4 20 20 6 938428
2015 4 20 21 5 938433
2015 4 20 22 5 938438
2015 4 20 23 9 938447
2015 4 21 0 12 938459
2015 4 21 1 11 938470
2015 4 21 2 11 938481
2015 4 21 3 9 938490
2015 4 21 4 7 938497
2015 4 21 5 5 938502
2015 4 21 6 5 938507
2015 4 21 7 3 938510
2015 4 21 8 2 938512
2015 4 21 9 2 938514
2015 4 21 10 2 938516
2015 4 21 11 3 938519
2015 4 21 12 3 938522
2015 4 21 13 5 938527
2015 4 21 14 2 938529
2015 4 21 15 3 938532
2015 4 21 16 3 938535
2015 4 21 17 3 938538
2015 4 21 18 3 938541
2015 4 21 19 3 938544
2015 4 21 20 2 938546
2015 4 21 21 1 938547
2015 4 21 22 1 938548
2015 4 21 23 NA 938548
2015 4 22 0 NA 938548
2015 4 22 1 1 938549
2015 4 22 2 NA 938549
2015 4 22 3 1 938550
2015 4 22 4 1 938551
2015 4 22 5 NA 938551
2015 4 22 6 1 938552
2015 4 22 7 1 938553
2015 4 22 8 1 938554
2015 4 22 9 1 938555
2015 4 22 10 1 938556
2015 4 22 11 1 938557
2015 4 22 12 NA 938557
2015 4 22 13 NA 938557
2015 4 22 14 NA 938557
2015 4 22 15 NA 938557
2015 4 22 16 NA 938557
2015 4 22 17 NA 938557
2015 4 22 18 NA 938557
2015 4 22 19 NA 938557
2015 4 22 20 NA 938557
2015 4 22 21 NA 938557
2015 4 22 22 NA 938557
2015 4 22 23 1 938558
2015 4 23 0 NA 938558
2015 4 23 1 NA 938558
2015 4 23 2 NA 938558
2015 4 23 3 NA 938558
2015 4 23 4 NA 938558
2015 4 23 5 NA 938558
2015 4 23 6 NA 938558
2015 4 23 7 NA 938558
2015 4 23 8 NA 938558
2015 4 23 9 NA 938558
2015 4 23 10 NA 938558
2015 4 23 11 NA 938558
2015 4 23 12 NA 938558
2015 4 23 13 1 938559
2015 4 23 14 NA 938559
2015 4 23 15 1 938560
2015 4 23 16 1 938561
2015 4 23 17 NA 938561
2015 4 23 18 3 938564
2015 4 23 19 2 938566
2015 4 23 20 1 938567
2015 4 23 21 1 938568
2015 4 23 22 1 938569
2015 4 23 23 3 938572
2015 4 24 0 6 938578
2015 4 24 1 9 938587
2015 4 24 2 7 938594
2015 4 24 3 4 938598
2015 4 24 4 4 938602
2015 4 24 5 3 938605
2015 4 24 6 1 938606
2015 4 24 7 1 938607
2015 4 24 8 1 938608
2015 4 24 9 NA 938608
2015 4 24 10 1 938609
2015 4 24 11 NA 938609
2015 4 24 12 1 938610
2015 4 24 13 NA 938610
2015 4 24 14 1 938611
2015 4 24 15 1 938612
2015 4 24 16 1 938613
2015 4 24 17 1 938614
2015 4 24 18 NA 938614
2015 4 24 19 NA 938614
2015 4 24 20 1 938615
2015 4 24 21 NA 938615
2015 4 24 22 1 938616
2015 4 24 23 1 938617
2015 4 25 0 1 938618
2015 4 25 1 1 938619
2015 4 25 2 1 938620
2015 4 25 3 NA 938620
2015 4 25 4 1 938621
2015 4 25 5 NA 938621
2015 4 25 6 NA 938621
2015 4 25 7 NA 938621
2015 4 25 8 1 938622
2015 4 25 9 NA 938622
2015 4 25 10 NA 938622
2015 4 25 11 NA 938622
2015 4 25 12 NA 938622
2015 4 25 13 NA 938622
2015 4 25 14 NA 938622
2015 4 25 15 NA 938622
2015 4 25 16 NA 938622
2015 4 25 17 NA 938622
2015 4 25 18 NA 938622
2015 4 25 19 NA 938622
2015 4 25 20 NA 938622
2015 4 25 21 NA 938622
2015 4 25 22 NA 938622
2015 4 25 23 NA 938622
2015 4 26 0 NA 938622
2015 4 26 1 NA 938622
2015 4 26 2 NA 938622
2015 4 26 3 NA 938622
2015 4 26 4 NA 938622
2015 4 26 5 NA 938622
2015 4 26 6 NA 938622
2015 4 26 7 NA 938622
2015 4 26 8 NA 938622
2015 4 26 9 NA 938622
2015 4 26 10 NA 938622
2015 4 26 11 NA 938622
2015 4 26 12 NA 938622
2015 4 26 13 NA 938622
2015 4 26 14 NA 938622
2015 4 26 15 NA 938622
2015 4 26 16 NA 938622
2015 4 26 17 NA 938622
2015 4 26 18 NA 938622
2015 4 26 19 NA 938622
2015 4 26 20 NA 938622
2015 4 26 21 NA 938622
2015 4 26 22 NA 938622
2015 4 26 23 NA 938622
2015 4 27 0 NA 938622
2015 4 27 1 NA 938622
2015 4 27 2 NA 938622
2015 4 27 3 NA 938622
2015 4 27 4 NA 938622
2015 4 27 5 NA 938622
2015 4 27 6 NA 938622
2015 4 27 7 NA 938622
2015 4 27 8 NA 938622
2015 4 27 9 5 938627
2015 4 27 10 3 938630
2015 4 27 11 2 938632
2015 4 27 12 NA 938632
2015 4 27 13 NA 938632
2015 4 27 14 3 938635
2015 4 27 15 6 938641
2015 4 27 16 9 938650
2015 4 27 17 10 938660
2015 4 27 18 10 938670
2015 4 27 19 14 938684
2015 4 27 20 16 938700
2015 4 27 21 17 938717
2015 4 27 22 18 938735
2015 4 27 23 21 938756
2015 4 28 0 25 938781
2015 4 28 1 30 938811
2015 4 28 2 32 938843
2015 4 28 3 29 938872
2015 4 28 4 31 938903
2015 4 28 5 34 938937
2015 4 28 6 33 938970
2015 4 28 7 32 939002
2015 4 28 8 29 939031
2015 4 28 9 29 939060
2015 4 28 10 31 939091
2015 4 28 11 27 939118
2015 4 28 12 22 939140
2015 4 28 13 15 939155
2015 4 28 14 NA 939155
2015 4 28 15 NA 939155
2015 4 28 16 NA 939155
2015 4 28 17 10 939165
2015 4 28 18 16 939181
2015 4 28 19 11 939192
2015 4 28 20 9 939201
2015 4 28 21 8 939209
2015 4 28 22 6 939215
2015 4 28 23 6 939221
2015 4 29 0 4 939225
2015 4 29 1 5 939230
2015 4 29 2 4 939234
2015 4 29 3 4 939238
2015 4 29 4 5 939243
2015 4 29 5 8 939251
2015 4 29 6 18 939269
2015 4 29 7 20 939289
2015 4 29 8 28 939317
2015 4 29 9 37 939354
2015 4 29 10 38 939392
2015 4 29 11 45 939437
2015 4 29 12 44 939481
2015 4 29 13 37 939518
2015 4 29 14 39 939557
2015 4 29 15 37 939594
2015 4 29 16 39 939633
2015 4 29 17 46 939679
2015 4 29 18 40 939719
2015 4 29 19 40 939759
2015 4 29 20 37 939796
2015 4 29 21 29 939825
2015 4 29 22 31 939856
2015 4 29 23 29 939885
2015 4 30 0 26 939911
2015 4 30 1 27 939938
2015 4 30 2 24 939962
2015 4 30 3 21 939983
2015 4 30 4 23 940006
2015 4 30 5 24 940030
2015 4 30 6 27 940057
2015 4 30 7 22 940079
2015 4 30 8 18 940097
2015 4 30 9 18 940115
2015 4 30 10 16 940131
2015 4 30 11 16 940147
2015 4 30 12 17 940164
2015 4 30 13 15 940179
2015 4 30 14 16 940195
2015 4 30 15 18 940213
2015 4 30 16 22 940235
2015 4 30 17 22 940257
2015 4 30 18 26 940283
2015 4 30 19 24 940307
2015 4 30 20 24 940331
2015 4 30 21 17 940348
2015 4 30 22 14 940362
2015 4 30 23 13 940375
2015 5 1 0 14 940389
2015 5 1 1 16 940405
2015 5 1 2 19 940424
2015 5 1 3 20 940444
2015 5 1 4 20 940464
2015 5 1 5 21 940485
2015 5 1 6 28 940513
2015 5 1 7 22 940535
2015 5 1 8 20 940555
2015 5 1 9 20 940575
2015 5 1 10 22 940597
2015 5 1 11 22 940619
2015 5 1 12 26 940645
2015 5 1 13 29 940674
2015 5 1 14 33 940707
2015 5 1 15 35 940742
2015 5 1 16 37 940779
2015 5 1 17 29 940808
2015 5 1 18 22 940830
2015 5 1 19 21 940851
2015 5 1 20 21 940872
2015 5 1 21 22 940894
2015 5 1 22 18 940912
2015 5 1 23 22 940934
2015 5 2 0 25 940959
2015 5 2 1 25 940984
2015 5 2 2 24 941008
2015 5 2 3 23 941031
2015 5 2 4 19 941050
2015 5 2 5 16 941066
2015 5 2 6 12 941078
2015 5 2 7 7 941085
2015 5 2 8 6 941091
2015 5 2 9 5 941096
2015 5 2 10 3 941099
2015 5 2 11 2 941101
2015 5 2 12 NA 941101
2015 5 2 13 1 941102
2015 5 2 14 1 941103
2015 5 2 15 NA 941103
2015 5 2 16 NA 941103
2015 5 2 17 NA 941103
2015 5 2 18 1 941104
2015 5 2 19 NA 941104
2015 5 2 20 NA 941104
2015 5 2 21 NA 941104
2015 5 2 22 NA 941104
2015 5 2 23 NA 941104
2015 5 3 0 NA 941104
2015 5 3 1 NA 941104
2015 5 3 2 NA 941104
2015 5 3 3 NA 941104
2015 5 3 4 NA 941104
2015 5 3 5 NA 941104
2015 5 3 6 NA 941104
2015 5 3 7 NA 941104
2015 5 3 8 1 941105
2015 5 3 9 NA 941105
2015 5 3 10 NA 941105
2015 5 3 11 NA 941105
2015 5 3 12 1 941106
2015 5 3 13 NA 941106
2015 5 3 14 1 941107
2015 5 3 15 1 941108
2015 5 3 16 NA 941108
2015 5 3 17 1 941109
2015 5 3 18 NA 941109
2015 5 3 19 1 941110
2015 5 3 20 1 941111
2015 5 3 21 NA 941111
2015 5 3 22 NA 941111
2015 5 3 23 NA 941111
2015 5 4 0 NA 941111
2015 5 4 1 NA 941111
2015 5 4 2 1 941112
2015 5 4 3 NA 941112
2015 5 4 4 NA 941112
2015 5 4 5 NA 941112
2015 5 4 6 NA 941112
2015 5 4 7 NA 941112
2015 5 4 8 NA 941112
2015 5 4 9 NA 941112
2015 5 4 10 NA 941112
2015 5 4 11 NA 941112
2015 5 4 12 1 941113
2015 5 4 13 NA 941113
2015 5 4 14 NA 941113
2015 5 4 15 NA 941113
2015 5 4 16 NA 941113
2015 5 4 17 NA 941113
2015 5 4 18 NA 941113
2015 5 4 19 NA 941113
2015 5 4 20 NA 941113
2015 5 4 21 NA 941113
2015 5 4 22 1 941114
2015 5 4 23 NA 941114
2015 5 5 0 1 941115
2015 5 5 1 NA 941115
2015 5 5 2 1 941116
2015 5 5 3 1 941117
2015 5 5 4 1 941118
2015 5 5 5 1 941119
2015 5 5 6 2 941121
2015 5 5 7 1 941122
2015 5 5 8 3 941125
2015 5 5 9 18 941143
2015 5 5 10 22 941165
2015 5 5 11 19 941184
2015 5 5 12 19 941203
2015 5 5 13 23 941226
2015 5 5 14 17 941243
2015 5 5 15 17 941260
2015 5 5 16 16 941276
2015 5 5 17 19 941295
2015 5 5 18 22 941317
2015 5 5 19 22 941339
2015 5 5 20 31 941370
2015 5 5 21 26 941396
2015 5 5 22 28 941424
2015 5 5 23 24 941448
2015 5 6 0 19 941467
2015 5 6 1 21 941488
2015 5 6 2 21 941509
2015 5 6 3 28 941537
2015 5 6 4 30 941567
2015 5 6 5 33 941600
2015 5 6 6 39 941639
2015 5 6 7 34 941673
2015 5 6 8 31 941704
2015 5 6 9 36 941740
2015 5 6 10 37 941777
2015 5 6 11 40 941817
2015 5 6 12 51 941868
2015 5 6 13 62 941930
2015 5 6 14 80 942010
2015 5 6 15 72 942082
2015 5 6 16 75 942157
2015 5 6 17 67 942224
2015 5 6 18 62 942286
2015 5 6 19 65 942351
2015 5 6 20 61 942412
2015 5 6 21 60 942472
2015 5 6 22 59 942531
2015 5 6 23 54 942585
2015 5 7 0 49 942634
2015 5 7 1 46 942680
2015 5 7 2 47 942727
2015 5 7 3 44 942771
2015 5 7 4 42 942813
2015 5 7 5 40 942853
2015 5 7 6 46 942899
2015 5 7 7 53 942952
2015 5 7 8 51 943003
2015 5 7 9 46 943049
2015 5 7 10 47 943096
2015 5 7 11 45 943141
2015 5 7 12 46 943187
2015 5 7 13 51 943238
2015 5 7 14 52 943290
2015 5 7 15 47 943337
2015 5 7 16 45 943382
2015 5 7 17 57 943439
2015 5 7 18 44 943483
2015 5 7 19 37 943520
2015 5 7 20 45 943565
2015 5 7 21 46 943611
2015 5 7 22 38 943649
2015 5 7 23 40 943689
2015 5 8 0 37 943726
2015 5 8 1 39 943765
2015 5 8 2 36 943801
2015 5 8 3 35 943836
2015 5 8 4 39 943875
2015 5 8 5 38 943913
2015 5 8 6 45 943958
2015 5 8 7 44 944002
2015 5 8 8 38 944040
2015 5 8 9 34 944074
2015 5 8 10 27 944101
2015 5 8 11 25 944126
2015 5 8 12 22 944148
2015 5 8 13 19 944167
2015 5 8 14 18 944185
2015 5 8 15 15 944200
2015 5 8 16 14 944214
2015 5 8 17 12 944226
2015 5 8 18 11 944237
2015 5 8 19 11 944248
2015 5 8 20 8 944256
2015 5 8 21 10 944266
2015 5 8 22 5 944271
2015 5 8 23 5 944276
2015 5 9 0 3 944279
2015 5 9 1 1 944280
2015 5 9 2 NA 944280
2015 5 9 3 1 944281
2015 5 9 4 1 944282
2015 5 9 5 NA 944282
2015 5 9 6 1 944283
2015 5 9 7 1 944284
2015 5 9 8 NA 944284
2015 5 9 9 1 944285
2015 5 9 10 1 944286
2015 5 9 11 NA 944286
2015 5 9 12 NA 944286
2015 5 9 13 1 944287
2015 5 9 14 NA 944287
2015 5 9 15 NA 944287
2015 5 9 16 NA 944287
2015 5 9 17 1 944288
2015 5 9 18 NA 944288
2015 5 9 19 NA 944288
2015 5 9 20 NA 944288
2015 5 9 21 NA 944288
2015 5 9 22 NA 944288
2015 5 9 23 NA 944288
2015 5 10 0 NA 944288
2015 5 10 1 NA 944288
2015 5 10 2 NA 944288
2015 5 10 3 NA 944288
2015 5 10 4 NA 944288
2015 5 10 5 NA 944288
2015 5 10 6 NA 944288
2015 5 10 7 NA 944288
2015 5 10 8 NA 944288
2015 5 10 9 NA 944288
2015 5 10 10 1 944289
2015 5 10 11 NA 944289
2015 5 10 12 NA 944289
2015 5 10 13 NA 944289
2015 5 10 14 NA 944289
2015 5 10 15 NA 944289
2015 5 10 16 NA 944289
2015 5 10 17 NA 944289
2015 5 10 18 NA 944289
2015 5 10 19 NA 944289
2015 5 10 20 NA 944289
2015 5 10 21 NA 944289
2015 5 10 22 NA 944289
2015 5 10 23 NA 944289
2015 5 11 0 NA 944289
2015 5 11 1 NA 944289
2015 5 11 2 NA 944289
2015 5 11 3 1 944290
2015 5 11 4 NA 944290
2015 5 11 5 NA 944290
2015 5 11 6 NA 944290
2015 5 11 7 NA 944290
2015 5 11 8 NA 944290
2015 5 11 9 NA 944290
2015 5 11 10 NA 944290
2015 5 11 11 NA 944290
2015 5 11 12 NA 944290
