year month day hour T01 T02 T03 T04 T05 T06 T07 T08 T09 T10 T11 T12 T13 T14 T15 T16
2015 3 30 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 17 NA 6643 7918 7985 7954 8723 9455 NA NA NA 11279 10498 10474 NA NA NA
2015 3 30 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 21 NA 5124 5868 5948 5850 5740 5716 NA NA NA 7088 6881 6838 NA NA NA
2015 3 30 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 30 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 9 NA 4551 5228 5283 5209 5246 5417 NA NA NA 6009 5460 5838 NA NA NA
2015 3 31 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 13 NA 3752 3849 3959 4063 4203 4325 NA NA NA 4343 4087 4118 NA NA NA
2015 3 31 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 17 NA 3733 4044 4154 4325 4484 4599 NA NA NA 5045 4929 4984 NA NA NA
2015 3 31 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 21 NA 2782 3251 3508 3386 3422 3434 NA NA NA 3538 3379 3532 NA NA NA
2015 3 31 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 3 31 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 9 NA 5380 6185 6265 6002 6350 6765 NA NA NA 7405 6375 6588 NA NA NA
2015 4 1 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 13 NA 5795 6637 6673 6466 7027 7344 NA NA NA 8040 7308 7070 NA NA NA
2015 4 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 17 NA 4362 4929 5008 5252 5630 6222 NA NA NA 7534 7344 7302 NA NA NA
2015 4 1 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 21 NA 4978 5636 5429 5289 5374 5447 NA NA NA 5935 5636 5734 NA NA NA
2015 4 1 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 1 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 9 NA 5136 6179 6259 6295 6289 6527 NA NA NA 7039 6454 6399 NA NA NA
2015 4 2 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 13 NA 4776 4935 4862 5020 4581 4581 NA NA NA 5527 5209 5197 NA NA NA
2015 4 2 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 2 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 3 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 4 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 5 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 6 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 9 NA 2312 2611 2452 2141 2056 2111 NA 2605 NA 1549 1330 1543 NA NA NA
2015 4 7 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 13 NA 1976 2434 2599 2452 2196 2300 NA 2708 NA 2208 2086 2062 NA NA NA
2015 4 7 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 17 NA 1867 2349 2464 3532 1854 1763 NA 2019 NA 1604 1421 1678 NA NA NA
2015 4 7 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 21 NA 1427 1732 1696 2690 1421 1360 NA 1946 NA 1397 1305 1617 NA NA NA
2015 4 7 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 7 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 13 NA 299 421 464 427 451 445 NA 610 NA 525 531 NA NA NA NA
2015 4 8 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 17 NA 397 647 647 598 592 586 NA 750 NA 573 500 500 NA NA NA
2015 4 8 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 21 NA 445 592 659 604 683 909 NA 1183 NA 921 769 836 NA NA NA
2015 4 8 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 8 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 9 NA 2696 3148 3379 5386 3819 4179 NA 4740 NA 4172 3813 3727 NA NA NA
2015 4 9 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 13 NA 4831 5563 5917 8680 6332 6271 NA 7412 NA 5417 5130 4874 NA NA NA
2015 4 9 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 17 NA 4502 4947 5112 5411 5545 5954 NA 7216 NA 6381 NA 5813 NA NA NA
2015 4 9 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 21 NA 4630 5923 6253 7125 7497 8089 NA 8510 NA 8754 NA 7912 NA NA NA
2015 4 9 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 9 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 9 NA 1470 1623 1629 1574 1543 1647 NA 2214 NA 2214 NA 2172 NA NA NA
2015 4 10 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 13 NA 2824 3184 3282 3056 3050 3190 NA 3922 NA 3672 NA 3434 NA NA NA
2015 4 10 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 17 NA 3013 3361 3501 3294 3135 3221 NA 3947 NA 3794 NA 3386 NA NA NA
2015 4 10 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 21 NA 1800 1922 1958 1970 1940 1970 NA 2312 NA 2544 NA 2599 NA NA NA
2015 4 10 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 10 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 9 NA 1903 2037 2037 2050 2147 2214 NA 2410 NA 2458 NA 2422 NA NA NA
2015 4 11 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 13 NA 1287 1464 1549 1556 1592 1592 NA 1751 NA 1708 NA 1800 NA NA NA
2015 4 11 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 17 NA 1165 1373 1446 1452 1458 1543 NA 1952 NA 1915 NA 1909 NA NA NA
2015 4 11 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 21 NA 1141 1275 1391 1409 1421 1434 NA 1647 NA 1617 NA 1671 NA NA NA
2015 4 11 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 11 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 9 NA 1116 1275 1360 1373 1427 1470 NA 1659 NA 1549 NA 1629 NA NA NA
2015 4 12 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 13 NA 1232 1318 1415 1537 1678 1745 NA 1842 NA 1775 NA 1800 NA NA NA
2015 4 12 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 17 NA 1110 1336 1452 1501 1641 1647 NA 1952 NA 1909 NA 2031 NA NA NA
2015 4 12 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 21 NA 2275 2446 2489 2568 2495 2562 NA 2751 NA 2696 NA 2611 NA NA NA
2015 4 12 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 4 12 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
