year month day hour T01 T02 T03 T04 T05 T06 T07 T08 T09 T10 T11 T12 T13 T14 T15 T16
2015 5 31 13 NA 1080 1183 1281 NA 1464 1592 NA 1824 NA 1617 NA 1617 1665 NA NA
2015 5 31 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 17 NA 1092 1177 1263 NA 1415 1482 NA 1531 NA 1385 NA 1342 1482 NA NA
2015 5 31 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 21 NA 537 647 793 NA 872 933 NA 1165 NA 1080 NA 952 933 NA NA
2015 5 31 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 5 31 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 9 NA 909 1055 1159 NA 1238 1238 NA 1318 NA 1269 NA 1397 1421 NA NA
2015 6 1 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 13 NA 976 1000 1086 NA 1153 1171 NA 1263 NA 1037 NA 1000 933 NA NA
2015 6 1 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 17 NA 817 903 988 NA 1080 1190 NA 1263 NA 1068 NA 1171 1281 NA NA
2015 6 1 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 21 NA 1055 1244 1385 NA 1373 1403 NA 1623 NA 1488 NA 1470 1470 NA NA
2015 6 1 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 1 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 9 NA 5026 5600 5850 NA 6423 7021 NA 7796 NA 7296 NA 6436 5917 NA NA
2015 6 2 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 2 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 3 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 17 NA 2355 2654 NA NA 2849 NA 3904 NA 3117 3129 2904 NA NA NA NA
2015 6 4 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 21 NA 2556 2776 NA NA 2898 NA 3934 NA 3349 3520 3306 NA NA NA NA
2015 6 4 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 4 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 9 NA 1781 1879 NA NA 1976 NA 2428 NA 2080 2239 2202 NA NA NA NA
2015 6 5 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 13 NA 1714 2025 2068 NA 2178 2062 2538 NA 1952 1830 2007 NA 2031 NA NA
2015 6 5 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 17 NA 1415 1549 1629 NA 1665 1647 2086 NA 1745 1751 1726 NA 1848 NA NA
2015 6 5 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 21 NA 1122 1165 1190 NA 1287 1220 1531 NA 1275 1312 1312 NA 1403 NA NA
2015 6 5 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 5 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 9 NA 671 720 763 NA 744 793 1110 NA 781 744 708 NA 842 NA NA
2015 6 6 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 13 NA 811 946 1043 NA 1019 1074 1415 NA 1055 1068 1049 NA 939 NA NA
2015 6 6 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 17 NA 1287 1409 1482 NA 1592 1726 2233 NA 1629 1488 1373 NA 1415 NA NA
2015 6 6 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 21 NA 1848 2007 2013 NA 1885 1964 2635 NA 1879 1897 1732 NA 1787 NA NA
2015 6 6 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 6 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 9 NA 3184 3471 3440 NA 3581 3672 4557 NA 3898 4032 3922 NA 3916 NA NA
2015 6 7 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 13 NA 4069 4447 4465 NA 4484 4276 6027 NA 4831 4752 4856 NA 4709 NA NA
2015 6 7 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 17 NA 2885 3160 3349 NA 3599 3569 4105 NA 3392 3733 3453 NA 3611 NA NA
2015 6 7 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 7 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 8 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 9 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 10 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 9 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 13 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 17 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 21 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 11 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 9 NA 409 488 622 525 628 616 854 616 567 525 531 580 616 NA NA
2015 6 12 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 13 NA 415 427 470 445 482 512 769 580 586 549 567 622 659 NA NA
2015 6 12 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 17 NA 354 354 390 378 415 470 781 500 451 397 378 390 409 NA NA
2015 6 12 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 21 NA 561 549 366 543 311 305 451 299 317 348 567 561 323 NA NA
2015 6 12 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 12 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 5 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 7 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 9 NA 689 317 390 397 445 506 695 482 464 427 403 427 451 NA NA
2015 6 13 10 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 11 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 12 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 13 NA 311 293 329 311 342 415 604 427 397 366 378 409 451 NA NA
2015 6 13 14 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 15 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 17 NA 275 250 256 238 256 281 500 348 311 262 244 250 275 NA NA
2015 6 13 18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 21 NA 610 275 299 311 342 451 659 458 427 366 390 580 427 NA NA
2015 6 13 22 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 13 23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 14 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
2015 6 14 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
